"","interval_group","count","average_value","sum_value","standard_deviation","standard_error"
"1",485010,15,0,0,0,0
"2",485011,58,0.0498366073422407,2.89052322584996,0.102570385996114,0.0134681515021945
"3",485012,59,0.0774480572637175,4.56943537855933,0.109994861396713,0.0143201112187247
"4",485013,58,0.0486405553099026,2.82115220797435,0.0901802092883881,0.0118412415962015
"5",485014,58,0.0373456952093965,2.166050322145,0.0755609464992273,0.00992163834831788
"6",485015,59,0.028874094186761,1.7035715570189,0.0526799610049596,0.00685834675374796
"7",485016,58,0.063402866975083,3.67736628455481,0.113111591879255,0.0148522796447498
"8",485017,58,0.0697825145261517,4.0473858425168,0.121421019625519,0.0159433609612172
"9",485018,59,0.0463994248624446,2.73756606688423,0.0811587432414499,0.0105659683991767
"10",485019,58,0.0338328941471183,1.96230786053286,0.121651122440903,0.0159735749410963
"11",485020,59,0,0,0,0
"12",485021,58,0.0242146183623672,1.4044478650173,0.0350428594184102,0.00460135286743617
"13",485022,58,0.0281073010317278,1.63022345984021,0.0736293455574466,0.00966800671894417
"14",485023,59,0,0,0,0
"15",485024,58,0,0,0,0
"16",485025,59,0.000390209482289783,0.0230223594550972,0.00299725590566818,0.000390209482289783
"17",485026,58,0,0,0,0
"18",485027,58,0,0,0,0
"19",485028,59,0,0,0,0
"20",485029,58,0,0,0,0
"21",485030,59,0,0,0,0
"22",485031,58,0,0,0,0
"23",485032,59,0,0,0,0
"24",485033,58,0.000583297035081159,0.0338312280347072,0.00350144272099814,0.000459761953556907
"25",485034,59,0,0,0,0
"26",485035,58,0.01149012321485,0.666427146461298,0.0476919605846275,0.00626226122045392
"27",485036,59,0,0,0,0
"28",485037,58,0.00368152357334523,0.213528367254024,0.0149378149114198,0.00196143119073731
"29",485038,59,0.0221492803279307,1.30680753934791,0.0458527556842903,0.00596952032800754
"30",485039,58,0.0381488104627872,2.21263100684166,0.0705108923224455,0.00925853374861631
"31",485040,58,0.0130714116274904,0.758141874394444,0.0310867316503083,0.00408188784226942
"32",485041,59,0.0331340608882379,1.95490959240603,0.046869514398627,0.00610189103775729
"33",485042,58,0.0402708173671235,2.33570740729316,0.061752546110183,0.00810850654973367
"34",485043,58,0.0317825736825949,1.8433892735905,0.058154217308164,0.00763602283048415
"35",485044,59,0.0273101048658809,1.61129618708697,0.072177354935507,0.00939669123653005
"36",485045,58,0.0142539624581997,0.826729822575585,0.039375187573838,0.00517021542350314
"37",485046,59,0.0346687482078555,2.04545614426347,0.062155762228483,0.00809199099570923
"38",485047,58,0.00532510166629353,0.308855896645024,0.0236701677736318,0.00310804529554675
"39",485048,59,0,0,0,0
"40",485049,58,0.0137444297787114,0.797176927165261,0.0657650974356524,0.0086353803509476
"41",485050,59,0,0,0,0
"42",485051,58,0,0,0,0
"43",485052,19,0,0,0,0
"44",485056,23,0,0,0,0
"45",485057,59,0,0,0,0
"46",485058,58,0.00240133319803342,0.139277325485938,0.0182880087878011,0.00240133319803342
"47",485059,59,0.0158347101274734,0.934247897520931,0.0580975588441472,0.00756365791656385
"48",485060,58,0.0130213210190164,0.75523661910295,0.0549592847155061,0.00721650762851498
"49",485061,59,0.0477921873059992,2.81973905105395,0.0699495370175665,0.00910665404792981
"50",485062,58,0.0276708580342773,1.60490976598808,0.0425924538129105,0.00559266317691577
"51",485063,59,0.0228699288933729,1.349325804709,0.0648793375391178,0.00844657029937504
"52",485064,58,0.0788744539755522,4.57471833058202,0.259553556809232,0.0340810516806736
"53",485065,59,0.0456704801406233,2.69455832829677,0.109559658609149,0.014263452641756
"54",485066,58,0.00790753400432955,0.458636972251114,0.0204094319740228,0.0026798897092021
"55",485067,59,0.0101904082409362,0.601234086215239,0.0306861971116043,0.00399500258410267
"56",485068,58,0.0187715750282884,1.08875135164073,0.0412717500928173,0.00541924628256577
"57",485069,58,0,0,0,0
"58",485070,59,0.0115238298232512,0.679905959571823,0.042416054979321,0.00552210000586055
"59",485071,58,0.0250601819878632,1.45349055529607,0.0795845366603539,0.0104499616196649
"60",485072,59,0,0,0,0
"61",485073,58,0.0107084616130179,0.621090773555037,0.0434789913536581,0.00570907125898756
"62",485074,59,0,0,0,0
"63",485075,58,0,0,0,0
"64",485076,58,0,0,0,0
"65",485077,59,0,0,0,0
"66",485078,58,0,0,0,0
"67",485079,59,0,0,0,0
"68",485080,58,0,0,0,0
"69",485081,59,0,0,0,0
"70",485082,52,0,0,0,0
"71",485083,59,0.0073971831205144,0.43643380411035,0.0262853299183023,0.00342205847683545
"72",485084,58,0,0,0,0
"73",485085,59,0.0215495950509997,1.27142610800898,0.0380928060630146,0.0049592609375476
"74",485086,58,0.0290470594074759,1.6847294456336,0.0414634830444814,0.00544442205251044
"75",485087,59,0.0211120638582332,1.24561176763576,0.0309394264866653,0.00402797024067022
