"","interval_group","count","average_value","sum_value","standard_deviation","standard_error"
"1",485010,15,1.4800132833218e-06,2.2200199249827e-05,4.20548700848295e-06,1.08585207643641e-06
"2",485011,58,0.0725481917803193,4.20779512325852,0.160065000850975,0.02101756428743
"3",485012,59,0.0826946231777119,4.878982767485,0.139171386029777,0.0181185711869085
"4",485013,58,0.0648141199226505,3.75921895551373,0.265532669334707,0.0348661476180607
"5",485014,58,0.0161795704657383,0.938415087012824,0.0304096224487634,0.00399297904835806
"6",485015,59,0.0136425327957173,0.804909434947319,0.0337390225676605,0.00439244660564116
"7",485016,58,0.0259951629434836,1.50771945072205,0.0842193232492032,0.0110585389137128
"8",485017,59,0.0187188309536861,1.10441102626748,0.0384380473702245,0.00500420752735885
"9",485018,58,0.0201333220980017,1.1677326816841,0.0367182455436465,0.00482134184320363
"10",485019,58,0.021959595582609,1.27365654379132,0.0569411953701742,0.00747674524682612
"11",485020,59,0,0,0,0
"12",485021,58,0,0,0,0
"13",485022,58,0.00806467383433384,0.467751082391363,0.020214476843515,0.00265429084644741
"14",485023,59,0.00490571928832075,0.289437438010924,0.0145399128869256,0.00189293542450489
"15",485024,58,0,0,0,0
"16",485025,59,0,0,0,0
"17",485026,58,0,0,0,0
"18",485027,58,0,0,0,0
"19",485028,59,0,0,0,0
"20",485029,58,0,0,0,0
"21",485030,59,0.00397857048801806,0.234735658793066,0.0305599797866355,0.00397857048801806
"22",485031,58,0,0,0,0
"23",485032,59,0,0,0,0
"24",485033,58,7.14267479690408e-06,0.000414275138220437,5.61481928535166e-05,7.37261891511504e-06
"25",485034,59,0,0,0,0
"26",485035,58,0,0,0,0
"27",485036,59,0.0367388532117005,2.16759233949033,0.0617924196071089,0.00804468781551962
"28",485037,58,0.0479889123842606,2.78335691828711,0.16703334826492,0.0219325531292823
"29",485038,59,0.0624653195627306,3.68545385420111,0.0684284994661299,0.00890863182554734
"30",485039,58,0.0445629368265378,2.58465033593919,0.0361125008888622,0.00474180367336006
"31",485040,58,0.0594192573260839,3.44631692491286,0.0479436062121203,0.00629530391014475
"32",485041,59,0.0472088525765124,2.78532230201423,0.045654827912177,0.00594375232690324
"33",485042,58,0.0431608243611262,2.50332781294532,0.0483380310787872,0.00634709443241795
"34",485043,59,0.0501427554558979,2.95842257189798,0.065193576965238,0.00848748078804886
"35",485044,58,0.0068689105766394,0.398396813445085,0.0215169564738981,0.00282531480058547
"36",485045,58,0.0292378076621074,1.69579284440223,0.0623542182658836,0.00818750997424973
"37",485046,59,0.0403336580312236,2.37968582384219,0.0758558487412293,0.00987559033914674
"38",485047,58,0.00340692474300418,0.197601635094242,0.0146982433825749,0.00192997390786994
"39",485048,59,0,0,0,0
"40",485049,58,0,0,0,0
"41",485050,59,0,0,0,0
"42",485051,58,0,0,0,0
"43",485052,19,0,0,0,0
"44",485056,26,0,0,0,0
"45",485057,58,0,0,0,0
"46",485058,59,0.00106139865256614,0.0626225205014024,0.00820399357781722,0.0010680689895897
"47",485059,58,0,0,0,0
"48",485060,59,0,0,0,0
"49",485061,58,0.037962235805263,2.20180967670525,0.0792184931280085,0.0104018977491612
"50",485062,58,0.0545786290179362,3.1655604830403,0.0826245509421768,0.0108491350508537
"51",485063,59,0,0,0,0
"52",485064,58,0.0272465955851165,1.58030254393676,0.0398727196995015,0.00523554459215714
"53",485065,59,0.0850791073872173,5.01966733584582,0.131635207131294,0.0171374442631583
"54",485066,58,0.0581845856755575,3.37470596918233,0.257075927204618,0.0337557229753441
"55",485067,59,0.0073089433795972,0.431227659396235,0.0291775706268783,0.00379859614497936
"56",485068,58,0,0,0,0
"57",485069,58,0.0146202236600311,0.847972972281806,0.0457158903705526,0.00600279048956341
"58",485070,59,0,0,0,0
"59",485071,58,0,0,0,0
"60",485072,59,0,0,0,0
"61",485073,58,0,0,0,0
"62",485074,59,0,0,0,0
"63",485075,58,0,0,0,0
"64",485076,59,0.000432647779168392,0.0255262189709351,0.00332323064928409,0.000432647779168392
"65",485077,58,0,0,0,0
"66",485078,58,0,0,0,0
"67",485079,59,0,0,0,0
"68",485080,58,0,0,0,0
"69",485081,59,0,0,0,0
"70",485082,52,0,0,0,0
"71",485083,59,0,0,0,0
"72",485084,58,0,0,0,0
"73",485085,59,0.0302026538290814,1.7819565759158,0.0553248310104466,0.00720267949944816
"74",485086,58,0.0674040950742515,3.90943751430659,0.0945779693755001,0.012418695785813
"75",485087,59,0.0445872594983878,2.63064831040488,0.0588475325796545,0.00766129618045377
"76",485088,58,0.0530727532208136,3.07821968680719,0.0622626180803508,0.00817548228063813
"77",485089,58,0.0311277598289098,1.80541007007677,0.034562914382714,0.00453833299683017
"78",485090,59,0.0256327855092156,1.51233434504372,0.0412831027464392,0.00537460218846838
"79",485091,58,0.0452059195952408,2.62194333652396,0.265906455460198,0.0349152281408512
"80",485092,59,0,0,0,0
"81",485093,58,0.0283048613365161,1.64168195751794,0.0489055105195124,0.00642160813350081
"82",485094,59,0,0,0,0
"83",485095,58,0,0,0,0
"84",485096,58,0.0181899729855206,1.05501843316019,0.0458685685954999,0.00602283812265659
"85",485097,59,0.00593744906024566,0.350309494554494,0.0321770500012229,0.00418909509823473
"86",485098,58,0,0,0,0
"87",485099,59,0,0,0,0
"88",485100,58,0,0,0,0
"89",485101,59,0,0,0,0
"90",485102,58,0,0,0,0
"91",485103,58,0,0,0,0
"92",485104,59,0,0,0,0
"93",485105,58,0,0,0,0
"94",485106,59,0,0,0,0
"95",485107,58,0,0,0,0
"96",485108,59,0,0,0,0
"97",485109,58,0.0252964297677508,1.46719292652954,0.0397565220201345,0.00522028708937288
"98",485110,58,0.0459830527283572,2.66701705824471,0.0365528278152738,0.00479962143135925
"99",485111,59,0.0558227156418927,3.29354022287167,0.0561996107380385,0.00731656611953145
"100",485112,58,0.0369250679644015,2.14165394193529,0.0463606402893171,0.00608745030148296
"101",485113,59,0.0271905710956599,1.60424369464393,0.0403695210059856,0.00525566397658676
"102",485114,58,0.0202165390966161,1.17255926760373,0.0401119329469967,0.00526695483037851
"103",485115,58,0,0,0,0
"104",485116,59,0,0,0,0
"105",485117,58,0.0557614430763869,3.23416369843044,0.217159774144591,0.0285144753035492
"106",485118,59,0,0,0,0
"107",485119,58,0.0176181841953524,1.02185468333044,0.0354330065049511,0.00465258168966047
"108",485120,58,0,0,0,0
"109",485121,59,0,0,0,0
"110",485122,58,-2.40114081382275e-07,-1.3926616720172e-05,1.82865436333035e-06,2.40114081382275e-07
"111",485123,59,0,0,0,0
"112",485124,58,0,0,0,0
"113",485125,58,0,0,0,0
"114",485126,59,0,0,0,0
"115",485127,58,0,0,0,0
"116",485128,59,0,0,0,0
"117",485129,58,0,0,0,0
"118",485130,58,0,0,0,0
"119",485131,59,0,0,0,0
"120",485132,58,0.00232998735038723,0.13513926632246,0.0128588592139972,0.00168845093403535
"121",485133,59,0,0,0,0
"122",485134,58,0.034617321951849,2.00780467320724,0.0313892659048645,0.00412161253605306
