created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2024-07-23T19:02:02-04:00,1,2,0.772831793,0.025972056,-0.032643668,,,,
2024-07-23T19:03:03-04:00,2,0,0,0,0,,,,
2024-07-23T19:04:05-04:00,3,2,0.772831793,0.016302205,0.000792052,,,,
2024-07-23T19:05:06-04:00,4,0,0,0,0,,,,
2024-07-23T19:06:07-04:00,5,0,0,0,0,,,,
2024-07-23T19:07:07-04:00,6,0,0,0,0,,,,
2024-07-23T19:08:08-04:00,7,0,0,0,0,,,,
2024-07-23T19:09:09-04:00,8,4,1.545663586,0.062415791,0.012944823,,,,
2024-07-23T19:10:09-04:00,9,1,0.386415896,0.004421054,-0.001845366,,,,
2024-07-23T19:11:10-04:00,10,3,1.159247689,0.103099474,0.019107649,,,,
2024-07-23T19:12:11-04:00,11,0,0,0,0,,,,
2024-07-23T19:13:11-04:00,12,0,0,0,0,,,,
2024-07-23T19:14:12-04:00,13,0,0,0,0,,,,
2024-07-23T19:15:12-04:00,14,0,0,0,0,,,,
2024-07-23T19:16:13-04:00,15,5,1.932079482,0.082089693,0.004865939,,,,
2024-07-23T19:17:14-04:00,16,0,0,0,0,,,,
2024-07-23T19:18:15-04:00,17,0,0,0,0,,,,
2024-07-23T19:19:16-04:00,18,0,0,0,0,,,,
2024-07-23T19:20:17-04:00,19,1,0.386415896,0.001622596,-0.000452787,,,,
2024-07-23T19:21:17-04:00,20,6,2.318495378,0.104188916,0.022055421,,,,
2024-07-23T19:22:17-04:00,21,10,3.864158964,0.296900779,0.033634694,,,,
2024-07-23T19:23:18-04:00,22,0,0,0,0,,,,
2024-07-23T19:24:18-04:00,23,0,0,0,0,,,,
2024-07-23T19:25:19-04:00,24,0,0,0,0,,,,
2024-07-23T19:26:19-04:00,25,0,0,0,0,,,,
2024-07-23T19:27:20-04:00,26,1,0.386415896,0.001125967,-0.001174002,,,,
2024-07-23T19:28:20-04:00,27,17,6.569070239,0.275355882,0.026602368,,,,
2024-07-23T19:29:21-04:00,28,0,0,0,0,,,,
2024-07-23T19:30:21-04:00,29,0,0,0,0,,,,
2024-07-23T19:31:22-04:00,30,19,7.341902031,0.409086561,0.050619784,,,,
2024-07-23T19:32:22-04:00,31,18,6.955486135,0.48567624,0.093665658,,,,
2024-07-23T19:33:23-04:00,32,22,8.501149721,0.351373769,0.064083946,,,,
2024-07-23T19:34:24-04:00,33,42,16.22946765,0.551746057,0.351311721,,,,
2024-07-23T19:35:24-04:00,34,34,13.13814048,0.537364353,0.214600922,,,,
2024-07-23T19:36:25-04:00,35,1,0.386415896,0.232999062,-0.07984022,,,,
2024-07-23T19:37:25-04:00,36,0,0,0,0,,,,
2024-07-23T19:38:26-04:00,37,10,3.864158964,0.095209739,0.011687707,,,,
2024-07-23T19:39:26-04:00,38,5,1.932079482,0.259357535,0.14489929,,,,
2024-07-23T19:40:26-04:00,39,26,10.04681331,0.45675541,0.055412658,,,,
2024-07-23T19:41:27-04:00,40,0,0,0,0,,,,
2024-07-23T19:42:27-04:00,41,7,2.704911275,0.388665401,0.098022174,,,,
2024-07-23T19:43:28-04:00,42,0,0,0,0,,,,
2024-07-23T19:44:28-04:00,43,0,0,0,0,,,,
2024-07-23T19:45:29-04:00,44,0,0,0,0,,,,
2024-07-23T19:46:30-04:00,45,7,2.704911275,0.631854319,0.257092111,,,,
2024-07-23T19:47:30-04:00,46,21,8.114733824,0.719078422,0.104390246,,,,
2024-07-23T19:48:30-04:00,47,9,3.477743068,0.72977967,0.197981267,,,,
2024-07-23T19:49:31-04:00,48,49,18.93437892,0.792525029,3.239889684,,,,
2024-07-23T19:50:31-04:00,49,56,21.6392902,0.564334903,0.057213347,,,,
2024-07-23T19:51:32-04:00,50,36,13.91097227,0.642589695,0.124881368,,,,
2024-07-23T19:52:33-04:00,51,39,15.07021996,0.636960005,0.104212591,,,,
2024-07-23T19:53:33-04:00,52,48,18.54796303,0.542529261,0.084154282,,,,
2024-07-23T19:54:34-04:00,53,39,15.07021996,0.549351075,0.1106741,,,,
2024-07-23T19:55:34-04:00,54,0,0,0,0,,,,
2024-07-23T19:56:35-04:00,55,0,0,0,0,,,,
2024-07-23T19:57:35-04:00,56,38,14.68380406,0.550166583,0.081989932,,,,
2024-07-23T19:58:36-04:00,57,31,11.97889279,0.437101754,0.06998539,,,,
2024-07-23T19:59:36-04:00,58,0,0,0,0,,,,
2024-07-23T20:00:37-04:00,59,42,16.22946765,0.644161355,0.212501708,,,,
2024-07-23T20:01:37-04:00,60,0,0,0,0,,,,
2024-07-23T20:02:37-04:00,61,0,0,0,0,,,,
2024-07-23T20:03:38-04:00,62,16,6.182654342,0.658751638,0.08728415,,,,
2024-07-23T20:04:39-04:00,63,18,6.955486135,0.670707441,0.23353482,,,,
2024-07-23T20:05:39-04:00,64,0,0,0,0,,,,
2024-07-23T20:06:41-04:00,65,0,0,0,0,,,,
2024-07-23T20:07:42-04:00,66,0,0,0,0,,,,
2024-07-23T20:08:42-04:00,67,0,0,0,0,,,,
2024-07-23T20:09:43-04:00,68,0,0,0,0,,,,
2024-07-23T20:10:43-04:00,69,0,0,0,0,,,,
2024-07-23T20:11:44-04:00,70,0,0,0,0,,,,
2024-07-23T20:12:44-04:00,71,0,0,0,0,,,,
2024-07-23T20:13:45-04:00,72,0,0,0,0,,,,
2024-07-23T20:14:45-04:00,73,0,0,0,0,,,,
2024-07-23T20:15:46-04:00,74,0,0,0,0,,,,
2024-07-23T20:16:46-04:00,75,0,0,0,0,,,,
2024-07-23T20:17:46-04:00,76,0,0,0,0,,,,
2024-07-23T20:18:47-04:00,77,0,0,0,0,,,,
2024-07-23T20:19:48-04:00,78,2,0.772831793,0.007817517,-0.000108706,,,,
2024-07-23T20:20:48-04:00,79,25,9.66039741,0.529978148,5.950536596,,,,
2024-07-23T20:21:49-04:00,80,50,19.32079482,0.355933589,0.020038611,,,,
2024-07-23T20:22:49-04:00,81,48,18.54796303,0.548224991,2.964802527,,,,
2024-07-23T20:23:50-04:00,82,18,6.955486135,0.292627116,-0.054272579,,,,
2024-07-23T20:24:50-04:00,83,33,12.75172458,0.291429406,0.021262893,,,,
2024-07-23T20:25:51-04:00,84,48,18.54796303,0.350819431,0.02069664,,,,
2024-07-23T20:26:52-04:00,85,32,12.36530868,0.291294125,0.030241561,,,,
2024-07-23T20:27:52-04:00,86,35,13.52455637,0.297464634,0.062286995,,,,
2024-07-23T20:28:53-04:00,87,29,11.206061,0.345217512,0.053465288,,,,
2024-07-23T20:29:54-04:00,88,39,15.07021996,0.348843215,0.03526335,,,,
2024-07-23T20:30:55-04:00,89,38,14.68380406,0.451834537,0.197521012,,,,
2024-07-23T20:31:56-04:00,90,48,18.54796303,0.371597452,0.042381367,,,,
2024-07-23T20:32:56-04:00,91,49,18.93437892,0.455309646,0.258465386,,,,
2024-07-23T20:33:57-04:00,92,53,20.48004251,0.40792993,0.053768659,,,,
2024-07-23T20:34:57-04:00,93,10,3.864158964,0.219392041,0.040036287,,,,
2024-07-23T20:35:58-04:00,94,18,6.955486135,0.195965402,0.034651951,,,,
2024-07-23T20:36:59-04:00,95,33,12.75172458,0.292761682,0.053565809,,,,
2024-07-23T20:37:59-04:00,96,31,11.97889279,0.361242443,0.173075805,,,,
2024-07-23T20:39:00-04:00,97,42,16.22946765,0.455282604,0.387843009,,,,
