"","interval_group","count","average_value","sum_value","standard_deviation","standard_error"
"1",485010,15,0,0,0,0
"2",485011,58,6.17241379310345,358,7.59533081647773,0.997315795901215
"3",485012,59,16,944,12.7509296483257,1.66002964490862
"4",485013,58,13.6724137931034,793,12.5298071715249,1.6452442841131
"5",485014,58,8.36206896551724,485,10.6073431629988,1.39281239285233
"6",485015,59,11.0508474576271,652,12.9952560691937,1.69183823556527
"7",485016,58,13.2931034482759,771,12.2517576550564,1.60873459394726
"8",485017,58,11.551724137931,670,13.21372547145,1.73504715644375
"9",485018,59,11.3898305084746,672,13.7464941601455,1.7896411045136
"10",485019,58,3.3448275862069,194,7.36409431345575,0.966952955542442
"11",485020,59,0,0,0,0
"12",485021,58,6.98275862068965,405,9.08341727817707,1.1927111209738
"13",485022,58,3.81034482758621,221,7.72432225279168,1.01425320127305
"14",485023,59,0,0,0,0
"15",485024,58,0,0,0,0
"16",485025,59,0.101694915254237,6,0.781133465884943,0.101694915254237
"17",485026,58,0,0,0,0
"18",485027,58,0,0,0,0
"19",485028,59,0,0,0,0
"20",485029,58,0,0,0,0
"21",485030,59,0,0,0,0
"22",485031,58,0,0,0,0
"23",485032,59,0,0,0,0
"24",485033,58,0.155172413793103,9,0.767811292101309,0.100818561875237
"25",485034,59,0,0,0,0
"26",485035,58,0.758620689655172,44,2.41566775358384,0.317192715697353
"27",485036,59,0,0,0,0
"28",485037,58,0.413793103448276,24,1.51059977351417,0.198351467738851
"29",485038,59,2.33898305084746,138,4.93617948554354,0.642635831628797
"30",485039,58,7.48275862068965,434,9.25513869461195,1.21525924761148
"31",485040,58,3.37931034482759,196,7.94018777940244,1.0425977335497
"32",485041,59,9.30508474576271,549,11.432341054021,1.48836403178435
"33",485042,58,6.79310344827586,394,9.54905822616317,1.25385277284728
"34",485043,58,9.13793103448276,530,11.7748591467153,1.54611475198086
"35",485044,59,5.27118644067797,311,10.9384335203188,1.42406274784644
"36",485045,58,2.70689655172414,157,6.82104231549786,0.895646734833247
"37",485046,59,5.84745762711864,345,10.5859594051907,1.37817452664899
"38",485047,58,0.655172413793103,38,2.97682112409189,0.390875763065975
"39",485048,59,0,0,0,0
"40",485049,58,0.896551724137931,52,3.89191539536076,0.511033527556658
"41",485050,59,0,0,0,0
"42",485051,58,0,0,0,0
"43",485052,19,0,0,0,0
"44",485056,23,0,0,0,0
"45",485057,59,0,0,0,0
"46",485058,58,0.0689655172413793,4,0.52522573143889,0.0689655172413793
"47",485059,59,1.86440677966102,110,5.2208389704927,0.679695339974691
"48",485060,58,1.58620689655172,92,6.64919064526989,0.873081505034626
"49",485061,59,7.01694915254237,414,10.281371714171,1.33852058685697
"50",485062,58,8.10344827586207,470,12.0476971012989,1.58194013054598
"51",485063,59,4.67796610169492,276,10.7838331710436,1.40393549673705
"52",485064,58,7.48275862068965,434,11.7760407657307,1.54626990615878
"53",485065,59,6.32203389830508,373,11.9747445123795,1.55897894734028
"54",485066,58,3.1551724137931,183,8.20740300002624,1.07768481097563
"55",485067,59,2.6271186440678,155,9.10077356523504,1.18481979954102
"56",485068,58,4.89655172413793,284,10.7665656209029,1.41371932583088
"57",485069,58,0,0,0,0
"58",485070,59,1.47457627118644,87,5.56576955735989,0.724601477442906
"59",485071,58,3.01724137931034,175,9.09306923134191,1.19397848451401
"60",485072,59,0,0,0,0
"61",485073,58,1.3448275862069,78,5.46616939588308,0.717743204780392
"62",485074,59,0,0,0,0
"63",485075,58,0,0,0,0
"64",485076,58,0,0,0,0
"65",485077,59,0,0,0,0
"66",485078,58,0,0,0,0
"67",485079,59,0,0,0,0
"68",485080,58,0,0,0,0
"69",485081,59,0,0,0,0
"70",485082,52,0,0,0,0
"71",485083,59,1.76271186440678,104,6.78827331417646,0.883757910212821
"72",485084,58,0,0,0,0
"73",485085,59,7.35593220338983,434,13.2687898154933,1.72744929611252
"74",485086,58,11.1206896551724,645,15.9616619481685,2.09586889292678
"75",485087,59,11.4406779661017,675,16.3667779425913,2.13077299661093
"76",485088,58,13.6551724137931,792,16.1436008984908,2.11975864749183
"77",485089,58,11.9655172413793,694,17.1269414494234,2.24887758752112
"78",485090,59,5.22033898305085,308,12.1216076613996,1.57809890077443
"79",485091,58,13.3620689655172,775,17.5995397426482,2.31093278358006
"80",485092,59,14.9491525423729,882,17.4636802702001,2.27357751609466
"81",485093,58,15.948275862069,925,17.9564994965104,2.35780389553419
"82",485094,59,0.847457627118644,50,6.50944554904119,0.847457627118644
"83",485095,58,0,0,0,0
"84",485096,58,8.12068965517241,471,15.6799990894724,2.05888474768232
"85",485097,59,1.76271186440678,104,7.62785047466338,0.993061546420986
"86",485098,58,0,0,0,0
"87",485099,59,0,0,0,0
"88",485100,58,0.603448275862069,35,3.17854460335596,0.417363353552193
"89",485101,59,0,0,0,0
"90",485102,58,0,0,0,0
"91",485103,58,0,0,0,0
"92",485104,59,0,0,0,0
"93",485105,58,0,0,0,0
"94",485106,59,0,0,0,0
"95",485107,58,0.620689655172414,36,2.92495365809381,0.384065231124295
"96",485108,58,0,0,0,0
"97",485109,59,2.30508474576271,136,6.29793134424569,0.819920823139342
"98",485110,58,13.6551724137931,792,17.3372651318036,2.27649444000038
"99",485111,59,7.6271186440678,450,12.4857136361092,1.62550146110347
"100",485112,58,7.48275862068965,434,13.0803741822523,1.71753727434195
"101",485113,59,10.4576271186441,617,15.3368184826224,1.99668369616318
"102",485114,58,10.6034482758621,615,15.0705238679739,1.97885673043097
"103",485115,58,9.8448275862069,571,16.6478508429482,2.18596990896825
"104",485116,59,7.94915254237288,469,15.8303764400898,2.06093946915178
"105",485117,58,6.63793103448276,385,14.0434142345649,1.84399062831217
"106",485118,59,0,0,0,0
"107",485119,58,0,0,0,0
"108",485120,58,4.51724137931035,262,13.6924122659235,1.79790181188312
"109",485121,59,0,0,0,0
"110",485122,58,1,58,3.8021231372586,0.499243226446844
"111",485123,59,0,0,0,0
"112",485124,58,0,0,0,0
"113",485125,58,0,0,0,0
"114",485126,59,0,0,0,0
"115",485127,58,0,0,0,0
"116",485128,59,0,0,0,0
"117",485129,58,0,0,0,0
"118",485130,58,0,0,0,0
"119",485131,59,0.0169491525423729,1,0.130188910980824,0.0169491525423729
"120",485132,58,0,0,0,0
"121",485133,59,0,0,0,0
"122",485134,58,6.93103448275862,402,10.1443304863522,1.33201584991304
"123",485135,59,22.2203389830508,1311,21.7779291918013,2.8352448848981
"124",485136,58,5.51724137931035,320,14.0790268046224,1.84866678785138
"125",485137,59,15.7796610169492,931,21.9835893312059,2.86201955447935
"126",485138,58,22.6206896551724,1312,21.6161307427569,2.8383370200608
"127",485139,58,21.948275862069,1273,24.2468463594486,3.18376690355694
"128",485140,59,17.7627118644068,1048,23.8192467693025,3.10100179727899
"129",485141,58,11.9655172413793,694,20.8014553448697,2.73136489962565
"130",485142,58,2.27586206896552,132,9.38418434976987,1.23220377226632
"131",485143,59,0,0,0,0
"132",485144,58,12.0689655172414,700,17.7347533420697,2.32868719899422
"133",485145,59,0,0,0,0
"134",485146,58,8.22413793103448,477,14.9783974307893,1.96675993659218
