created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2024-05-28T19:14:29-04:00,1,0,0,0,0,,,,
2024-05-28T19:15:30-04:00,2,0,0,0,0,,,,
2024-05-28T19:16:31-04:00,3,0,0,0,0,,,,
2024-05-28T19:17:32-04:00,4,0,0,0,0,,,,
2024-05-28T19:18:33-04:00,5,0,0,0,0,,,,
2024-05-28T19:19:34-04:00,6,0,0,0,0,,,,
2024-05-28T19:20:34-04:00,7,0,0,0,0,,,,
2024-05-28T19:21:35-04:00,8,0,0,0,0,,,,
2024-05-28T19:22:36-04:00,9,0,0,0,0,,,,
2024-05-28T19:23:36-04:00,10,0,0,0,0,,,,
2024-05-28T19:24:37-04:00,11,0,0,0,0,,,,
2024-05-28T19:25:37-04:00,12,0,0,0,0,,,,
2024-05-28T19:26:38-04:00,13,0,0,0,0,,,,
2024-05-28T19:27:39-04:00,14,0,0,0,0,,,,
2024-05-28T19:28:40-04:00,15,0,0,0,0,,,,
2024-05-28T19:29:40-04:00,16,3,1.1592476891746337,0.23223454343070649,0.11308676410048017,,,,
2024-05-28T19:30:41-04:00,17,0,0,0,0,,,,
2024-05-28T19:31:41-04:00,18,0,0,0,0,,,,
2024-05-28T19:32:42-04:00,19,0,0,0,0,,,,
2024-05-28T19:33:43-04:00,20,0,0,0,0,,,,
2024-05-28T19:34:44-04:00,21,0,0,0,0,,,,
2024-05-28T19:35:44-04:00,22,0,0,0,0,,,,
2024-05-28T19:36:46-04:00,23,0,0,0,0,,,,
2024-05-28T19:37:47-04:00,24,0,0,0,0,,,,
2024-05-28T19:38:48-04:00,25,0,0,0,0,,,,
2024-05-28T19:39:49-04:00,26,0,0,0,0,,,,
2024-05-28T19:40:49-04:00,27,0,0,0,0,,,,
2024-05-28T19:41:50-04:00,28,0,0,0,0,,,,
2024-05-28T19:42:51-04:00,29,0,0,0,0,,,,
2024-05-28T19:43:51-04:00,30,0,0,0,0,,,,
2024-05-28T19:44:52-04:00,31,0,0,0,0,,,,
2024-05-28T19:45:52-04:00,32,0,0,0,0,,,,
2024-05-28T19:46:53-04:00,33,0,0,0,0,,,,
2024-05-28T19:47:53-04:00,34,1,0.38641589639154456,0.000345771852193962,-0.0002594181031003685,,,,
2024-05-28T19:48:54-04:00,35,2,0.7728317927830891,0.01427969870388871,0.0002705905646820604,,,,
2024-05-28T19:49:55-04:00,36,1,0.38641589639154456,0.010742044483676811,-4.558663718724598e-05,,,,
2024-05-28T19:50:55-04:00,37,0,0,0,0,,,,
2024-05-28T19:51:56-04:00,38,0,0,0,0,,,,
2024-05-28T19:52:56-04:00,39,0,0,0,0,,,,
2024-05-28T19:53:57-04:00,40,0,0,0,0,,,,
2024-05-28T19:54:58-04:00,41,2,0.7728317927830891,0.026208229405680347,0.003295770949428912,,,,
2024-05-28T19:56:00-04:00,42,3,1.1592476891746337,0.07961547690919007,0.012649684443616567,,,,
2024-05-28T19:57:02-04:00,43,0,0,0,0,,,,
2024-05-28T19:58:02-04:00,44,4,1.5456635855661782,0.07787804234164077,0.021630129190716035,,,,
2024-05-28T19:59:04-04:00,45,10,3.8641589639154454,0.23444636697775695,0.23127469390310368,,,,
2024-05-28T20:00:04-04:00,46,10,3.8641589639154454,0.13168538235233596,0.02082229508481624,,,,
2024-05-28T20:01:06-04:00,47,12,4.636990756698535,0.258221860866604,0.1691306321583276,,,,
2024-05-28T20:02:07-04:00,48,8,3.0913271711323564,0.15636651417078515,0.02991558722358904,,,,
2024-05-28T20:03:07-04:00,49,11,4.25057486030699,0.2858978131688374,0.1453702856120027,,,,
2024-05-28T20:04:08-04:00,50,6,2.3184953783492674,0.15055006632043408,0.08562341902306696,,,,
2024-05-28T20:05:08-04:00,51,4,1.5456635855661782,0.20904071750722547,0.10557384992759156,,,,
2024-05-28T20:06:09-04:00,52,16,6.182654342264713,0.275526484835583,0.06477411660397404,,,,
2024-05-28T20:07:09-04:00,53,15,5.796238445873168,0.23017268352132006,0.09800238892187665,,,,
2024-05-28T20:08:10-04:00,54,10,3.8641589639154454,0.1510288480926409,0.07173347481608769,,,,
2024-05-28T20:09:10-04:00,55,19,7.341902031439346,0.22869162463521678,0.07699511832852046,,,,
2024-05-28T20:10:11-04:00,56,12,4.636990756698535,0.20801326251365995,0.06366781599040114,,,,
2024-05-28T20:11:11-04:00,57,17,6.569070238656257,0.2867955028874767,0.06004968043259579,,,,
2024-05-28T20:12:12-04:00,58,0,0,0,0,,,,
2024-05-28T20:13:12-04:00,59,0,0,0,0,,,,
2024-05-28T20:14:12-04:00,60,0,0,0,0,,,,
2024-05-28T20:15:13-04:00,61,0,0,0,0,,,,
2024-05-28T20:16:13-04:00,62,2,0.7728317927830891,0.026959363799034727,0.0030973183788103337,,,,
2024-05-28T20:17:14-04:00,63,14,5.409822549481624,0.24613715155157637,0.05681470068468302,,,,
2024-05-28T20:18:14-04:00,64,11,4.25057486030699,0.16800510915457353,0.04198560511720187,,,,
2024-05-28T20:19:15-04:00,65,12,4.636990756698535,0.1561240056767468,0.047899855990206776,,,,
2024-05-28T20:20:15-04:00,66,19,7.341902031439346,0.26711938706135835,0.10158513821366755,,,,
2024-05-28T20:21:16-04:00,67,19,7.341902031439346,0.3529658254698733,0.5814544467555498,,,,
2024-05-28T20:22:16-04:00,68,28,10.819645098963253,0.37558568539046727,0.4545362202010668,,,,
2024-05-28T20:23:17-04:00,69,19,7.341902031439346,0.22485597518470413,0.056928579933187805,,,,
2024-05-28T20:24:18-04:00,70,15,5.796238445873168,0.19423303292078323,0.013721505952716246,,,,
2024-05-28T20:25:18-04:00,71,18,6.955486135047802,0.265864876166797,0.07232684226624433,,,,
2024-05-28T20:26:19-04:00,72,16,6.182654342264713,0.24903387786024822,0.04666248204944517,,,,
2024-05-28T20:27:19-04:00,73,19,7.341902031439346,0.18663976098055363,0.03994923777259163,,,,
2024-05-28T20:28:20-04:00,74,15,5.796238445873168,0.22548598387756275,0.05517382117271182,,,,
2024-05-28T20:29:20-04:00,75,0,0,0,0,,,,
2024-05-28T20:30:21-04:00,76,0,0,0,0,,,,
2024-05-28T20:31:21-04:00,77,19,7.341902031439346,0.31212958885114334,0.30847843994909635,,,,
2024-05-28T20:32:22-04:00,78,23,8.887565617005526,0.3393931217120554,0.36408014577377396,,,,
2024-05-28T20:33:22-04:00,79,23,8.887565617005526,0.21128324343722643,0.013373853886373587,,,,
